ptype,mass,pos_0,pos_1,pos_2,vel_0,vel_1,vel_2,imgpos_0,imgpos_1,imgpos_2,beta_0,beta_1,beta_2
0,1.0,8.293487913264093,4.58714480670286,1.7831170062005528,-0.06946967246550127,0.03456189361813743,-0.03391830763988138,-1,0,0,-0.001094074703401459,-0.00842960607426864,0.002057093338174257
0,1.0,0.38784774498415353,1.7705245600639592,1.8440753316950893,0.07732349185654014,0.027144974537356172,0.04848971991713902,0,0,0,-0.004325706703313439,0.011317161357377715,0.006747211490317427
0,1.0,0.05238367717545755,4.37252678633756,4.67995252203991,0.01472700098198405,-0.005475897125224291,0.0015527574651750514,0,0,0,-0.004066175461871374,0.010718659199850804,0.0025285082444543396
0,1.0,3.766241215776403,3.0394332782698323,5.344442085201445,0.004721082946607041,0.02049303509649338,-0.04560624287645894,0,0,0,0.0053064739310898995,-0.0007472357596795293,-0.008998764783659687
0,1.0,2.3882017649377567,3.846534636814031,0.03290160761681477,0.06189520511227169,5.7398778026422105e-05,0.0037209568693995095,0,0,1,-0.007034700157721269,-0.006421817483672695,0.003145896490666616
0,1.0,0.27484867124234297,1.6217524788715016,0.7751628048538163,0.024519427097460588,0.0038589460567100033,0.03782853773692502,0,0,1,-0.009298904890544874,0.0020318795120962897,0.0009649705025780041
0,1.0,0.7338458752728493,0.6170763163695442,3.395682996298336,0.030706376202559817,-0.05593532385817329,0.061653167587404745,0,0,1,0.007175457387468571,0.0016899882567520583,0.005716369278615533
0,1.0,0.3445192300667393,3.6578521897107903,1.2645284656136861,-0.05444091140713052,-0.007749636445619301,0.022471674931684407,0,0,1,0.0032258947889473883,0.003567724588286377,-0.0019505145275764283
0,1.0,1.8791174438913998,4.995083423620824,0.21877721182082302,0.057687531190322945,0.02168830543354932,0.03866578798850613,0,0,1,0.00890884132092299,0.010890935403549717,-0.0007918455137464671
0,1.0,3.182077036248223,7.081895422033511,2.4660117996185984,0.039396077214967844,0.07221208695900876,0.03722560168190163,0,0,0,-0.0011813709410106153,0.0024142251876650995,-0.0004177807471377689
0,1.0,6.394043016218139,1.2846471514335849,3.0927615305959053,0.010425989456039623,-0.03767626705048803,-0.03489688896552766,-1,0,0,-0.0009058695658375393,0.0031370585482997115,0.0018779513987723505
0,1.0,5.663730863413989,3.700192158383008,1.002401295061942,-0.07238061666714922,-0.026817609593752175,0.010911353278690892,-1,0,0,0.0026161672344228305,0.0006566633538790718,0.0058704294234205034
0,1.0,0.9546072004520907,7.207205359991269,1.5564397405127455,0.11561140881843295,-0.03476385329899133,0.0013388405436105684,0,0,0,0.00012545355167145727,0.00027000090038033843,-0.0006770136736154292
0,1.0,1.4297184737931115,5.94947481614734,8.3885737042842,-0.03704691805810526,-0.06171276598585595,0.04960634917446749,0,0,-1,-0.005793689424844314,-0.007807783149154515,-0.01312334398497936
0,1.0,1.377696500557417,7.944543392833288,2.9362552381732954,0.02703530893391652,0.03403097941615179,0.024758418125281168,0,0,0,-0.008497038982614573,0.003008162112430483,-0.0043287976423960674
0,1.0,7.651622539681445,6.019681946073832,3.034230970261659,0.10296373807294168,0.023820650983462553,0.013110127026361775,-1,0,0,-0.004717524457891116,-0.007678739656092813,-0.007527410852655622
0,1.0,6.523283441136765,2.330286504779741,1.1737870312994232,0.02496512196460054,-0.005360399797333489,-0.06787779852921262,-1,0,0,-0.0020421555668799335,0.004809611360894698,-0.000792705350283834
0,1.0,3.214373838673965,3.6124821955906707,4.742408886382917,-0.04881996875102523,-0.04844490810326459,0.020954859941901504,0,0,0,0.007324815949450384,-0.001786350065660144,-0.0037238961992850247
0,1.0,4.60453685255323,3.9567474191721943,1.3886694613150643,-0.12294484490168091,0.08681297807719186,0.005583092040482959,0,0,0,0.005763319624672336,0.0038049298286406638,0.00027212750189220926
0,1.0,2.491528917714256,5.753631675908625,5.468959732088088,0.0072142999456355494,-0.007504512044223388,-0.006575919075917092,0,0,0,-0.010026605526408433,-0.0036607695748615077,0.0013481574256258174
0,1.0,7.890842631199773,4.04760265481954,2.754527264535895,0.06179725026764346,-0.003606305327775447,-0.10468932830098507,-1,0,0,0.004974801195597145,-0.006146857048300849,0.004087055214481094
0,1.0,6.894218833244083,2.9312408972416257,5.711135316925889,0.010027445963826875,-0.017357717031292297,-0.023994258350824166,-1,0,0,0.003688299794299679,-0.0047058930838058555,-0.01068354702934828
0,1.0,6.90888779719694,6.634278335524801,3.4654942751538784,-0.013734017348926212,0.037542829840720694,0.0631128681328325,-1,0,0,-0.006508890461658379,-0.0016487950054222108,0.000930975586865133
0,1.0,3.0046031256607253,1.12748779328145,6.050442759215036,0.03063941171327897,0.05483526499050425,-0.03244889919492121,0,0,0,-0.0015245220258524577,0.007985177184849656,0.01781992956753336
0,1.0,4.251839898079443,2.710054788316133,2.147063072667385,0.07980182055827591,0.003099880045848497,-0.04048609101346115,-1,0,1,0.0029540104735971914,0.005264202439971711,-0.003065362686232654
0,1.0,6.658650948799547,1.3513015440508573,7.926245592379166,0.048730764414339364,0.07733851420863899,-0.014415428975487598,-1,0,0,-0.0007260076876268087,0.009249021264631063,-0.010632171579878669
0,1.0,5.91062526813943,2.769361738775761,0.42544961624109545,-0.034323497532308886,0.0348808595097008,-0.02201860338864139,-1,0,1,-0.007693610248244732,-0.001549305241941388,-0.0014058514204927104
0,1.0,6.086643508523984,4.27204579753243,6.738584013321093,0.04413806729187335,-0.05695539957446949,0.03165876563982659,-1,0,0,0.010354689889257154,-0.0019554390302551285,0.016359939508224824
0,1.0,7.387125320112475,5.6707722478795715,7.535243842281607,0.09095045313155657,-0.032269651955190395,-0.00497314888099477,-1,0,0,0.0034756734812820956,-0.012461148197633604,0.009075956220663237
0,1.0,2.2345915892840122,7.402994577455839,7.7740234634449985,-0.05186626198438443,0.06361485101739169,-0.020176837600221206,0,0,-1,-0.0095127313797842,0.009126957994498443,-0.0009245406438904816
0,1.0,5.923283575500335,7.103560938216987,8.506318093372991,-0.0394075583226841,-0.009013491785674642,0.013642792712122353,-1,0,-1,0.002505434719065264,0.0078019787174473864,-0.0003902574310922337
0,1.0,0.2076461633157276,6.585629648125214,1.7198732429486674,-0.07266158029335533,0.014210070341295344,-0.03941786455383224,0,0,0,-0.005770824315719852,0.001466787985410173,-0.002202860366638718
0,1.0,0.2213106457000987,0.4011718914915892,1.594468054646219,-0.0739394269834955,-0.061285291966732,-0.03645335151660369,0,1,0,0.006554088926399303,-0.002169152446463168,0.009971296726754246
0,1.0,5.509124638923063,4.803459611679542,8.386087522770135,-0.042542430757970776,-0.008273210233099544,0.028976126918161742,-1,0,-1,-0.004442080670129312,0.007180803733244531,0.0030333992446862227
0,1.0,2.93311266136747,3.973147584094095,3.818694170983599,0.05678383977798347,-0.054591520362283444,0.058035054326548145,0,0,0,0.004720210919308147,-1.152747057952663e-05,-0.00039885744185609785
0,1.0,0.09026607776050449,0.5121678039096368,5.9906018020448215,-0.050657285116515384,0.004021170372160218,-0.007421354586755594,0,1,-1,0.0010894047392412062,0.005923323172067497,-0.0015513380899685304
0,1.0,5.362383584956782,3.176965508032248,4.309384035083588,-0.008966386980571723,0.08629785926360482,0.0856696313518239,-1,1,0,0.005159919992768357,0.0006433399532241772,-0.0010406876540474139
0,1.0,1.0284627167027458,8.118828886718022,3.923679652067423,-0.040769264758968776,-0.06064770047694978,-0.02988383497173582,0,0,0,0.004340612633097087,-0.005881527748059116,0.010258555443033567
0,1.0,1.3376088998348574,6.666519090265077,4.016859478508173,-0.0457524508773175,-0.013665372659538013,0.03596997218408947,0,0,0,-0.0014768459626710983,0.0003256101761087829,0.004336920356780197
0,1.0,1.5718045838559478,7.105393792239494,6.074068191152899,0.011667912414055749,0.048801670378155554,-0.0003134876065265528,0,0,0,-0.0011548154646254204,-0.0068526882094256435,0.0031924273171413976
0,1.0,2.0627879635947375,4.451630955066037,4.251990376859537,-0.07707741042918823,0.05816501127672961,0.03662640421506185,0,0,0,-0.006650668411104381,0.0040728021999749415,0.0051017701423393055
0,1.0,6.571150319623405,5.583224491371035,4.2293835382475935,-0.06842319501438517,-0.023033984973689275,0.059598322067956844,-1,0,0,0.003087556499257104,0.006413142367341434,0.004427634741214326
0,1.0,1.1104767236939588,5.3946446325464965,6.948022844014314,0.02780999423265758,-0.02847165382801055,-0.007409350461706467,0,0,0,-0.002338185361222676,0.008977552458443987,-0.004206124541997351
0,1.0,0.6418369471425611,5.718670118020461,4.400680055351034,-0.11429224317328252,0.0037122830564441504,-0.07388152028809954,0,0,1,0.0013332776766488842,0.011123701595044453,0.003195446176201826
0,1.0,8.537241761872842,1.3972565738556617,5.277994587589059,-0.0075483925826251245,-0.02826351393879563,0.023831928618716258,-1,1,0,0.002888517819269363,0.005454720633614345,0.0013492547240000147
0,1.0,1.2370008092913927,4.109000028200643,4.6900361886783255,-0.056399864250868834,0.004462400422634403,0.058298576455533824,0,0,0,0.009780178636959427,-0.006664387725133635,0.0006884870965750976
0,1.0,4.65840123224229,5.4002795928863305,5.755661318796494,0.004481214010040074,0.031824037660340705,-0.059428848353366426,-1,0,0,0.004057499991695244,0.006588366600860106,0.004589302850209663
0,1.0,6.137547944791631,7.717517822137726,0.7958957126741603,-0.07687005683102398,0.014391989326989,0.02353229015380265,-1,0,1,0.002523204119861783,-0.010260068727962436,0.006737292519790862
0,1.0,8.011203113215487,0.10813786226674722,5.252355117851689,-0.012048903435672848,-0.06714224645258532,0.06307340047039847,-1,1,0,0.0029539865033915568,0.002020911880781717,-0.010256928740227423
0,1.0,3.30830778845397,4.743645140790887,1.8428728626327955,0.09822476036208069,-0.07282042961898037,0.009531095747423782,0,0,0,-0.002208328412631224,0.0031584761619569157,0.0041183126967023285
0,1.0,8.482041417136337,1.2106241993505886,8.413353808814508,0.023094968449268116,0.020015919772593208,-0.008167399677809693,-1,1,-1,-0.011712739753565078,-0.002605060849431119,0.004937451062740657
0,1.0,8.510906502754448,5.6117324213098145,1.3330015397979689,0.06999546711567405,0.003348205834316026,0.0029422387774524685,-1,0,0,-0.0020128285670802694,-0.005953518609685948,0.009461021548963796
0,1.0,8.17361812408399,2.002005274633465,2.5559393626915776,0.11782278733455244,0.07195965930197704,-0.10199787929495079,-1,1,0,0.005026925039014726,-0.006656827488327977,-0.0002268698884350661
0,1.0,7.509024470782772,7.050723186888322,4.058271370579618,0.05162075682000816,0.08437170811199662,-0.027192280779412152,-1,0,0,-0.0007174618380200177,0.007940165398800787,0.00862672595263071
0,1.0,2.155696354392551,1.5229686688121398,2.430024182584692,-0.05758354746179298,0.038751954577220575,0.047798819971939556,0,1,0,-0.008419747591274748,-0.00037016233301396254,0.004796046626104806
0,1.0,2.504808057776381,6.453153212707342,1.537845775586984,-0.06837010071473852,-0.11018518799645242,-0.07799786721786503,0,0,0,0.009746996896900173,-0.0038554395455055917,-0.0008008813320857955
0,1.0,1.4763296972218498,6.680538748549455,7.7559691968197075,-0.014006670160913254,-0.028710914139349994,-0.0823286830731286,0,0,0,0.005350842086020994,0.0007846990861297107,-0.005803985462083557
0,1.0,7.896970764449576,6.235438888122263,5.637402871449196,-0.026035622327113546,0.04107963861426428,0.024046601170200497,-1,0,0,0.0036005720914705146,-0.0063930752758246945,-0.0005495901199693945
0,1.0,8.431949993045906,0.16633597157775196,3.061164333361086,-0.0330272462160159,0.07974357789800043,0.045999741517793694,-1,1,0,0.004955207309263882,0.0023343459284773343,-0.01030708342484401
0,1.0,5.535814462119387,7.313922224224054,4.689246046202434,-0.04751466957643921,-0.03049448809363215,0.07155236485653123,0,0,0,-0.0005436095051754442,-0.008038751556537863,0.002832959407108536
0,1.0,2.0301939586581312,5.1228926698566974,3.4458513779374385,0.001234663385224973,0.005661917206001975,-0.04853481545625905,0,0,0,0.005629797362923353,0.0004598420299114644,-0.004025200234956161
0,1.0,5.65622629075385,1.131967978117667,4.148919201591819,0.0323262348347754,-0.0048626321242703895,0.010079959856631151,-1,1,0,-0.003075990907974969,0.0017409851542297499,-0.003680496291700719
0,1.0,0.8402410299828529,7.314617210491917,5.20159280481818,-0.06178209580793132,-0.028074043910660547,0.07721671352792583,0,0,0,0.004678128480372313,0.006384616362682092,0.004146657169946959
0,1.0,6.5095039633156855,7.954816324060416,6.2528115834825,-0.07629512738919597,0.007259798985744399,0.05669225162387642,-1,0,0,0.004803849762582039,0.0013850433463948274,0.0055177647835021265
0,1.0,7.317309624888971,1.5585484477421574,2.092042729039742,-0.02956455366754062,-0.008794483397301604,-0.10118158435889646,-1,1,0,0.0007326784750976318,0.00013082121742896937,-0.0019163034388205737
0,1.0,0.4058155326501239,7.972311796309682,1.076605776576195,-0.0015820381650418838,0.016160732558723714,0.08258144904198703,0,0,1,0.005591624701591901,-0.0037202905524708935,-0.003299176541269382
0,1.0,1.087027536274977,6.1012540373316435,1.5122772641954736,0.016514209234393985,-0.012963385517201066,-0.0877060967967536,0,0,1,-0.0049488423052506825,0.0045394630864060434,-0.008624434384310885
0,1.0,0.5548847529930442,6.562626619358867,6.917907289070989,-0.03970500299320504,-0.05586332199780083,-0.015810277769385955,0,0,0,0.001414840719428943,0.00544056205457164,-0.01010933080780099
0,1.0,1.6108703320787225,5.198281087734806,5.05420946454185,-0.07559924560409009,0.05492635699491284,-0.04307963557691509,0,0,0,-0.00025584314676429105,0.0034352785829329918,-0.01709075429175178
0,1.0,2.037682138629417,0.7551811284612066,1.6632444414804322,-0.025856330058102374,0.056925879905401044,0.02295848142930991,0,0,0,0.00019771103378001857,-0.0010853305622351471,0.006516901110874395
0,1.0,4.532744159885603,7.748604467698522,4.350503442244517,0.08253502832193002,-0.0777245293565527,0.06685455923450305,-1,-1,-1,0.0029207780026993414,0.00789954922221459,0.002522867790390633
0,1.0,6.717282907072227,7.934753459853955,2.839955355620103,-0.005174410640264896,-0.010943450070600592,-0.007262682052589321,0,-1,0,-0.0018004470092171316,0.005567154453916303,0.0038532016737239045
0,1.0,2.452946414037954,8.332146321543126,1.3491171368303043,-0.027809732614673732,-0.052562945893778114,0.03891975151603853,0,-1,0,0.0038522795285862534,-0.004966288343070014,-0.005588993043993849
0,1.0,5.090703271668483,0.3389128442151579,4.857298421469049,0.058243911198372515,-0.05234494305257633,0.008445092095455797,0,0,0,-0.0030918907600460737,0.0006790482298807948,-0.002415952114254152
0,1.0,8.301113726578533,0.332900709616202,6.914906316193304,-0.04697230726000137,-0.03040047256230762,-0.036159764859404704,-1,0,-1,-0.001581364529306038,-0.009496930053199855,-0.001082869713322867
0,1.0,3.3352913752832056,1.1326594836642696,3.5868215388660545,-0.03916115863268533,-0.045582408865298144,0.054106428331006234,0,0,0,0.0009100930999880001,-0.0018138413600509173,-0.008857565219566231
0,1.0,0.7338156563491898,3.044956896554492,3.7086258980250593,-0.04401897498821057,-0.09529239803313101,0.04636204586439012,0,0,0,0.004068709499394963,0.00237199089942205,-0.003169788953791516
0,1.0,8.167212136408883,2.248930296019764,5.226500301962682,0.05310458332166954,-0.023615312556079925,0.019895249389787296,-1,0,0,0.0053308693073929134,0.0030835429023898346,-0.001142100436183117
0,1.0,2.1119267996744093,7.459116821424463,3.463616192211483,-0.11200545542517504,-0.025962647095949816,0.06401422830364019,0,-1,0,-0.00881227291169986,-0.0006069100859659827,0.003477671827283747
0,1.0,0.763992850165129,0.8175084039543158,7.563937542998883,0.04640962141206992,0.012308399994434217,0.04238225799380468,0,0,-1,-4.0778132410411494e-05,0.006021865391874053,-0.006301499790333253
0,1.0,3.587282146825589,7.376433976422853,4.0837372905887435,0.008684084906656703,0.026607335970689473,-0.04974492529186564,0,-1,0,0.00029119662977536713,-0.007301262084976489,0.0135030963985455
0,1.0,0.10686034888219033,7.608039915100877,2.63006921189873,-0.08993686797202402,-0.03305466545252105,0.027695590665533974,0,-1,0,-0.001601930056455578,0.002958462177747511,-0.0028169797780658234
0,1.0,4.306325721556213,0.9677359854544018,3.294421725708654,-0.06252309750791485,0.024331463623024244,-0.027084571112661802,0,0,0,0.0016806629053831613,-3.128887060454792e-05,0.008671112895144545
0,1.0,4.891470956959168,3.5989902798323175,5.5755090089277015,-0.010272476586531298,0.01995531013007203,-0.02074052986135323,0,0,0,-0.008142611629458311,-0.001474553605084146,0.00921539220778476
0,1.0,0.3211538137637841,1.290011900789792,6.7312400340784215,0.08533101885410133,-0.014353730086951125,-0.012564602161959789,0,0,0,-0.009194250903681353,0.013755114610668506,0.005503512039927212
0,1.0,1.7415380717961713,0.6574326709312204,7.856834789096613,-0.004856553118405207,-0.00497318565932495,0.011690327524058443,0,0,0,0.00939061183750543,0.004190012419979928,0.0013500216748098257
0,1.0,6.758135297878886,1.4252117716697665,1.1789028451072376,0.03529822369555481,-0.01586519413355755,0.038379718445133576,-1,0,1,0.009813296298088824,-0.001488911702358827,0.002570215806888761
0,1.0,6.513483963350739,2.7367428108431975,4.28659298948113,-0.03943316689370037,-0.061409961194496425,0.027956093014328443,0,0,0,-0.002483601783714372,-0.007326513645708355,-0.013164326990486166
0,1.0,7.799550129003647,1.749241840475706,4.364198739583147,0.06809124319924285,-0.05866603177619425,-0.0465760152760398,-1,0,0,-0.00838925982386853,0.0009865001846945456,-0.012409956927871304
0,1.0,8.077166528770183,3.1402389995321367,6.5913480456071065,0.03914252674978671,0.023111255951111055,0.0016840852719517798,-1,0,-1,0.00900259044228368,-0.002601176323799146,-0.002659479215866334
0,1.0,2.5506149247121184,1.246482154690815,7.1949953606487735,-0.00870585540862658,0.020204253166358908,0.013912177521062764,0,0,-1,0.005840052282854473,-0.0035743472061029917,-0.0054249400422394685
0,1.0,0.9996965765836505,0.537946850180289,0.0036271263498238904,0.008063845086656307,0.031372054378762344,-0.07192678954750514,0,0,0,-0.006098924458973493,-0.006038047819666738,-0.004187093268229853
0,1.0,2.40083568443433,6.991732849668201,6.7808252805649385,0.013614242305382348,-0.03352236458843384,0.025053530109247886,0,-1,-1,0.002376835627453574,-0.005444595140954062,-0.004609468235114754
0,1.0,3.3882339394463767,4.123807257110109,0.3659410000027711,0.0009440510805460451,0.017829164299296638,-0.043931073764046764,0,0,0,-0.0005587113448629357,-0.009379772807623539,0.0010677095463855811
0,1.0,3.6268534239367276,0.10400746942366079,3.373554662073736,-0.007410401235641042,-0.008938109851165279,-0.03390172284272407,0,0,0,0.0031128299189299583,-0.0006409785133028382,-0.010602060103004941
0,1.0,4.947984102067758,2.5866447029886346,0.4303747544245794,0.056059923905273215,0.06739847781637215,-0.04732758375486243,0,0,0,0.0030208877367039746,0.0011205088932381205,0.004165761106845792
0,1.0,7.536417861767197,2.967391120413316,8.323081800086765,0.06324006671653117,0.023173060678375854,0.022328104899681425,-1,0,-1,0.00905057294061297,-0.005581199710212282,0.008832766520091259
0,1.0,8.03763451308307,1.5940957717282715,7.204014706738342,-0.042249699576538555,0.07314832140139149,-0.038783154526682365,-1,0,0,0.008759548994546578,-0.0016210079074657996,-0.007661808830679283
0,1.0,3.5394821474743914,1.9922231588649706,3.952120517296457,-0.0062424207793130935,0.009161746446373945,0.039876489071953576,0,0,0,-0.000706079473011387,0.007970593858983981,-0.008263062394329336
0,1.0,1.3123216262728612,0.8766137540308785,6.566922024005395,-0.05702012899657988,-0.059543606351210386,-0.041513579899453694,0,0,0,-0.012001606261305912,-0.0018366425287331771,-0.009481724879782986
0,1.0,1.6783896663804394,0.4492253523911839,4.286602851222938,0.03682291972640168,0.02383597581137001,0.009962959327464868,0,0,0,0.01679177487504501,0.002946670013300165,-0.001997577403175053
0,1.0,1.702740154111652,0.18135606778645974,3.413518855293926,0.013833431609705328,0.05527351545496205,-0.033624499290212814,0,0,0,0.006621038810090958,-0.0033740540589491004,-0.003234795234464314
0,1.0,6.154169745209299,5.072392718190935,2.325217978607313,0.047989020416627254,-0.03286156951894911,0.05282409270029786,0,0,0,-0.008186212090868212,-0.006221294372267397,0.01619233054381171
0,1.0,2.6953721353213353,2.271266512883235,2.0611840548471507,0.019275610215900244,-0.011428577632125491,-0.00011976134091446367,0,0,0,0.006640043610540573,-0.007742754158113743,0.0019195423148544398
0,1.0,5.230202373762449,4.979218394346895,4.153371639947067,-0.011177242311799106,0.06375331602281631,0.05363630161306907,0,0,0,0.0027542128225530337,0.011662671313263479,-0.002999901943227651
0,1.0,7.679663353555956,3.0466276285285385,4.8414103826665125,0.021409147869144177,0.03520622180152049,-0.002426108595168331,-1,0,0,-0.004496956082489364,-0.0022562349781689852,-0.001661168271175839
0,1.0,0.8147314359639241,2.335044872170704,6.837499367176877,-0.003584211766625995,0.017882819465810558,-0.010182296006011221,0,0,0,0.010880030219841562,-0.0025675589696830137,-0.002999730071213736
0,1.0,1.7196632961315275,2.8780553508598627,0.6944786318618521,-0.060380169931766606,0.0691528305815935,0.027169691201532196,0,0,1,-0.004097538645834353,0.0006594354115877463,-0.009247137203070887
0,1.0,1.2324255871421903,1.897100537552385,0.9394329071423194,-0.005808829623866767,-0.03043268097466076,0.07206796301139223,0,0,1,-0.007217465886795501,-0.00029221178865218675,0.0038747841120670866
0,1.0,2.533864209327927,5.982613998666869,7.334396583747509,0.0017216674979454478,0.016639086768090065,-0.03562087983357681,0,0,-1,0.0021332056392022506,0.0010433140099584946,0.006341315441753769
0,1.0,3.389135820748413,8.214965616180066,4.480434591743506,-0.07532391254097073,0.06103191964107874,0.03201616494688764,0,0,0,-0.0011994990267892446,0.004471301673447376,0.007262617683630669
0,1.0,0.1713872704327288,2.822971111488226,2.012139651690364,-0.00755083669484682,0.004634481602443897,-0.012395132290965635,0,0,0,-0.008630162168697985,0.004011090561704998,0.004523782348479088
0,1.0,2.238244991150135,8.338996636182662,7.429044559665916,-0.04709259523381817,-0.026913220811494967,-0.01717213296676677,0,0,-1,0.003025055613178609,0.0017834456765419924,0.009789016836130912
